,id,recording,site,year,month,species,songtype,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
0,168677065,MON_20191019_200700.p6.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,58.171791383219954,59.23990929705215,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/0_159.png,1571515920000,,0.4148533705283536,22307
1,168677064,MON_20191019_200700.p6.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,11.99891156462585,13.06702947845805,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/0_158.png,1571515920000,,0.458411735488079,22307
2,168678955,MON_20191021_190000.p3.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,32.47310657596372,33.54122448979592,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/1_287.png,1571684520000,,0.3258326565106743,22307
3,168676838,MON_20191022_090000.p2.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,22.00090702947846,23.06902494331066,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/2_112.png,1571734860000,,0.339030764223199,22307
4,168676903,MON_20191022_200700.p12.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,2.7921995464852607,3.860317460317461,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/2_177.png,1571775480000,,0.3555377367057474,22307
5,168676902,MON_20191022_200700.p11.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,28.711473922902496,29.77959183673469,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/2_176.png,1571775420000,,0.4059985414992532,22307
6,168676901,MON_20191022_200700.p11.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,40.22857142857143,41.29668934240363,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/2_175.png,1571775420000,,0.4230534415346819,22307
7,168677146,MON_20191023_100000.p5.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,10.083265306122447,11.15138321995465,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/3_75.png,1571825040000,,0.3174919506558312,22307
8,168677231,MON_20191023_190000.p2.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,47.30485260770975,48.37297052154195,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/3_160.png,1571857260000,,0.320861393067012,22307
9,168677210,MON_20191023_150000.p1.flac,Miraflores,2019,10,Agelasticus thilius,Alternative Song 2,33.483174603174604,34.5512925170068,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10603/3_139.png,1571842800000,,0.3497806539454552,22307
