id,recording,site,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
168703160,project_2770/site_22306/2019/10/MON_20191019_140000.p1.flac,Angachilla,29.431292517006803,30.499410430839003,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_51.png,1571493600000,,0.20021259100485678,22306
168703124,project_2770/site_22306/2019/10/MON_20191019_090000.p5.flac,Angachilla,55.40281179138322,56.47092970521542,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_15.png,1571475840000,,0.2012989837563319,22306
168703157,project_2770/site_22306/2019/10/MON_20191019_130000.p2.flac,Angachilla,30.37170068027211,31.43981859410431,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_48.png,1571490060000,,0.20233539820137866,22306
168703178,project_2770/site_22306/2019/10/MON_20191019_170000.p2.flac,Angachilla,31.13215419501134,32.200272108843535,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_69.png,1571504460000,,0.20251714237756624,22306
168703182,project_2770/site_22306/2019/10/MON_20191019_170000.p5.flac,Angachilla,41.05287981859411,42.120997732426304,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_73.png,1571504640000,,0.2025611522180304,22306
168703191,project_2770/site_22306/2019/10/MON_20191019_120000.p5.flac,Angachilla,44.73904761904762,45.80716553287982,2756.25,4565.0390625,present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_82.png,1571486640000,,0.20349910047250364,22306
168703128,project_2770/site_22306/2019/10/MON_20191019_100000.p1.flac,Angachilla,21.722267573696143,22.790385487528344,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_19.png,1571479200000,,0.20535385213315216,22306
168703147,project_2770/site_22306/2019/10/MON_20191019_120000.p1.flac,Angachilla,30.65034013605442,31.71845804988662,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_38.png,1571486400000,,0.20540750424264947,22306
168703139,project_2770/site_22306/2019/10/MON_20191019_110000.p1.flac,Angachilla,47.38031746031746,48.44843537414966,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_30.png,1571482800000,,0.206099265797694,22306
168703180,project_2770/site_22306/2019/10/MON_20191019_170000.p4.flac,Angachilla,43.10204081632653,44.17015873015873,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_71.png,1571504580000,,0.206344258985591,22306
168703174,project_2770/site_22306/2019/10/MON_20191019_150000.p5.flac,Angachilla,56.21551020408163,57.283628117913835,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_65.png,1571497440000,,0.20703045720360008,22306
168703158,project_2770/site_22306/2019/10/MON_20191019_130000.p5.flac,Angachilla,23.260589569161,24.3287074829932,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_49.png,1571490240000,,0.20707478570219817,22306
168703116,project_2770/site_22306/2019/10/MON_20191019_070000.p4.flac,Angachilla,44.152743764172335,45.22086167800453,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_7.png,1571468580000,,0.20766497131275236,22306
168703190,project_2770/site_22306/2019/10/MON_20191019_120000.p5.flac,Angachilla,2.728344671201814,3.7964625850340137,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_81.png,1571486640000,,0.2079284643078812,22306
168703121,project_2770/site_22306/2019/10/MON_20191019_080000.p3.flac,Angachilla,3.7209977324263037,4.789115646258503,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_12.png,1571472120000,,0.20798486271141892,22306
168703177,project_2770/site_22306/2019/10/MON_20191019_170000.p2.flac,Angachilla,38.19102040816327,39.259138321995465,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_68.png,1571504460000,,0.20855701709151706,22306
168703153,project_2770/site_22306/2019/10/MON_20191019_120000.p3.flac,Angachilla,28.212244897959184,29.280362811791385,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_44.png,1571486520000,,0.21012423784670461,22306
168703150,project_2770/site_22306/2019/10/MON_20191019_120000.p2.flac,Angachilla,44.14693877551021,45.215056689342404,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_41.png,1571486460000,,0.21204204178892694,22306
168703187,project_2770/site_22306/2019/10/MON_20191019_200000.p2.flac,Angachilla,18.18702947845805,19.25514739229025,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_78.png,1571515260000,,0.21231601505907471,22306
168703163,project_2770/site_22306/2019/10/MON_20191019_140000.p3.flac,Angachilla,34.37133786848072,35.439455782312926,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_54.png,1571493720000,,0.21264785789139842,22306
168703125,project_2770/site_22306/2019/10/MON_20191019_100000.p2.flac,Angachilla,41.708843537414964,42.77696145124717,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_16.png,1571479260000,,0.2128990762712332,22306
168703175,project_2770/site_22306/2019/10/MON_20191019_160000.p4.flac,Angachilla,37.74984126984127,38.817959183673466,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_66.png,1571500980000,,0.21379331123240478,22306
168703113,project_2770/site_22306/2019/10/MON_20191019_070000.p3.flac,Angachilla,1.18421768707483,2.2523356009070294,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_4.png,1571468520000,,0.21388947526618599,22306
168703169,project_2770/site_22306/2019/10/MON_20191019_140000.p4.flac,Angachilla,1.0971428571428572,2.1652607709750566,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_60.png,1571493780000,,0.21454879530238194,22306
168703144,project_2770/site_22306/2019/10/MON_20191019_110000.p4.flac,Angachilla,20.28263038548753,21.35074829931973,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_35.png,1571482980000,,0.21477323637733226,22306
168703168,project_2770/site_22306/2019/10/MON_20191019_140000.p4.flac,Angachilla,36.61206349206349,37.680181405895695,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_59.png,1571493780000,,0.2162602424303078,22306
168703127,project_2770/site_22306/2019/10/MON_20191019_100000.p1.flac,Angachilla,34.51646258503401,35.58458049886622,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_18.png,1571479200000,,0.21672744228842428,22306
168703189,project_2770/site_22306/2019/10/MON_20191019_120000.p5.flac,Angachilla,52.80798185941043,53.87609977324263,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_80.png,1571486640000,,0.21692019686012518,22306
168703170,project_2770/site_22306/2019/10/MON_20191019_150000.p2.flac,Angachilla,0.017414965986394557,1.0855328798185941,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_61.png,1571497260000,,0.21744843377827672,22306
168703166,project_2770/site_22306/2019/10/MON_20191019_140000.p5.flac,Angachilla,56.488344671201816,57.55646258503401,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_57.png,1571493840000,,0.2176117371783191,22306
168703120,project_2770/site_22306/2019/10/MON_20191019_080000.p3.flac,Angachilla,18.581768707482993,19.649886621315193,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_11.png,1571472120000,,0.2181972764818124,22306
168703111,project_2770/site_22306/2019/10/MON_20191019_070000.p2.flac,Angachilla,8.382403628117913,9.450521541950113,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_2.png,1571468460000,,0.21851080335488135,22306
168703188,project_2770/site_22306/2019/10/MON_20191019_200000.p5.flac,Angachilla,25.994739229024944,27.062857142857144,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_79.png,1571515440000,,0.21929453181294786,22306
168703138,project_2770/site_22306/2019/10/MON_20191019_110000.p1.flac,Angachilla,53.23755102040816,54.305668934240366,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_29.png,1571482800000,,0.2195914136031533,22306
168703123,project_2770/site_22306/2019/10/MON_20191019_080000.p4.flac,Angachilla,36.60045351473923,37.668571428571425,2756.25,4565.0390625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10607/0_14.png,1571472180000,,0.21988718239168947,22306
