,id,recording,site,year,month,species,songtype,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
0,168157188,MON_20191019_080000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,45.49369614512472,46.9275283446712,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/0_79.png,1571472060000,,0.2524097930246114,22306
1,168157824,MON_20191022_070000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,33.91274376417233,35.34657596371882,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/1_169.png,1571727720000,,0.2471936589480855,22306
2,168157836,MON_20191022_080000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,43.4097052154195,44.84353741496599,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/1_181.png,1571731440000,,0.2783929375949226,22306
3,168158081,MON_20191023_100000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,6.042993197278912,7.476825396825397,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/1_426.png,1571824860000,,0.2450273302207127,22306
4,168158132,MON_20191023_130000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,53.33043083900227,54.76426303854876,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/1_477.png,1571835660000,,0.2535016605495272,22306
5,168158192,MON_20191023_180000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,33.982403628117915,35.4162358276644,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/1_537.png,1571853720000,,0.2580355903210413,22306
6,168158038,MON_20191023_070000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,0.8591383219954648,2.29297052154195,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/1_383.png,1571814060000,,0.2619338735181057,22306
7,168156615,MON_20191024_080000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,48.808344671201816,50.2421768707483,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_51.png,1571904120000,,0.2456851014710209,22306
8,168156595,MON_20191024_070000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,5.607619047619048,7.041451247165533,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_31.png,1571900460000,,0.2572362766379809,22306
9,168156599,MON_20191024_070000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,0.0754648526077097,1.509297052154195,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_35.png,1571900520000,,0.2600197054365586,22306
10,168156598,MON_20191024_070000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,54.45659863945578,55.89043083900227,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_34.png,1571900520000,,0.2625940264286188,22306
11,168156594,MON_20191024_070000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,32.62984126984127,34.06367346938776,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_30.png,1571900460000,,0.2639353321371264,22306
12,168156597,MON_20191024_070000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,47.42095238095238,48.85478458049887,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_33.png,1571900520000,,0.2678743405352736,22306
13,168157002,MON_20191025_200000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,3.4191383219954647,4.85297052154195,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/2_438.png,1572033840000,,0.2540285531794641,22306
14,168154152,MON_20191027_110000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,12.736145124716554,14.16997732426304,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/3_228.png,1572174060000,,0.2520855316447368,22306
15,168154120,MON_20191027_080000.p1.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,25.76253968253968,27.19637188208617,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/3_196.png,1572163200000,,0.2615153523907204,22306
16,168154167,MON_20191027_120000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,16.50938775510204,17.943219954648526,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/3_243.png,1572177720000,,0.2791582005254719,22306
17,168154129,MON_20191027_080000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,44.11791383219955,45.55174603174604,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/3_205.png,1572163260000,,0.2836950003376982,22306
18,168154128,MON_20191027_080000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,32.04934240362812,33.483174603174604,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/3_204.png,1572163260000,,0.2999314618691139,22306
19,168154119,MON_20191027_080000.p1.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,35.98512471655329,37.41895691609977,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/3_195.png,1572163200000,,0.3169422233307292,22306
20,168154829,MON_20191029_070000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,58.15437641723356,59.58820861678005,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_18.png,1572332640000,,0.2480164156043008,22306
21,168154917,MON_20191029_130000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,55.53632653061224,56.97015873015873,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_106.png,1572354240000,,0.2565050753559537,22306
22,168154862,MON_20191029_090000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,46.22512471655329,47.658956916099775,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_51.png,1572339840000,,0.2616541618877557,22306
23,168154853,MON_20191029_090000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,37.00099773242631,38.43482993197279,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_42.png,1572339660000,,0.2745085553384347,22306
24,168154820,MON_20191029_070000.p1.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,6.675736961451247,8.109569160997733,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_9.png,1572332400000,,0.2981354477685057,22306
25,168155091,MON_20191030_070000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,56.9643537414966,58.39818594104308,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_280.png,1572419040000,,0.2462828349112407,22306
26,168155097,MON_20191030_080000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Alternative Song,48.9534693877551,50.38730158730159,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/4_286.png,1572422460000,,0.2505144798983983,22306
27,168161058,MON_20191101_170000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,1.4918820861678004,2.9257142857142857,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_243.png,1572627720000,,0.2510787292685777,22306
28,168160955,MON_20191101_070000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,32.33378684807256,33.76761904761905,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_140.png,1572591720000,,0.2541980885433484,22306
29,168161027,MON_20191101_150000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,24.642176870748298,26.076009070294784,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_212.png,1572620460000,,0.2640731749932559,22306
30,168160960,MON_20191101_070000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,44.63455782312925,46.068390022675736,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_145.png,1572591840000,,0.2843686122061142,22306
31,168161051,MON_20191101_170000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,40.93097505668934,42.36480725623583,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_236.png,1572627660000,,0.2905281108915121,22306
32,168160959,MON_20191101_070000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,36.21732426303855,37.65115646258504,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_144.png,1572591840000,,0.292115272755923,22306
33,168161050,MON_20191101_170000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,0.9113832199546484,2.345215419501134,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_235.png,1572627660000,,0.293667406968928,22306
34,168161049,MON_20191101_170000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,15.029115646258504,16.46294784580499,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_234.png,1572627660000,,0.2957993329494142,22306
35,168160958,MON_20191101_070000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,40.69297052154195,42.12680272108844,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_143.png,1572591840000,,0.3022986614504708,22306
36,168161281,MON_20191102_170000.p1.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,34.673197278911566,36.10702947845805,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_466.png,1572714000000,,0.2464989180009983,22306
37,168161147,MON_20191102_070000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,5.625034013605442,7.058866213151927,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_332.png,1572678060000,,0.2505691186946245,22306
38,168161136,MON_20191102_060000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,17.287256235827666,18.72108843537415,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_321.png,1572674520000,,0.2539594949971556,22306
39,168161135,MON_20191102_060000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,44.79709750566894,46.23092970521542,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/5_320.png,1572674520000,,0.2661984368952854,22306
40,168156098,MON_20191103_110000.p4.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,51.72244897959184,53.156281179138325,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_94.png,1572778980000,,0.2409527888228633,22306
41,168156006,MON_20191103_030000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,57.16172335600907,58.59555555555556,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_2.png,1572750060000,,0.2430776320953461,22306
42,168156177,MON_20191103_170000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,19.21451247165533,20.648344671201816,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_173.png,1572800520000,,0.2477328810437806,22306
43,168156116,MON_20191103_120000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,39.20108843537415,40.63492063492063,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_112.png,1572782640000,,0.2477950587264049,22306
44,168156101,MON_20191103_110000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,34.26684807256236,35.70068027210884,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_97.png,1572779040000,,0.2483144872001123,22306
45,168156176,MON_20191103_170000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,42.55056689342403,43.98439909297052,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_172.png,1572800520000,,0.2489974974806077,22306
46,168156090,MON_20191103_110000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,29.291972789115647,30.72580498866213,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_86.png,1572778860000,,0.2490580639004892,22306
47,168156113,MON_20191103_120000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,52.68607709750567,54.11990929705215,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_109.png,1572782520000,,0.2536693338335833,22306
48,168156089,MON_20191103_110000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,25.118185941043084,26.55201814058957,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_85.png,1572778860000,,0.2752649441568556,22306
49,168156172,MON_20191103_170000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,56.44190476190476,57.875736961451246,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_168.png,1572800460000,,0.2791914777901825,22306
50,168156175,MON_20191103_170000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,13.804263038548752,15.238095238095235,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_171.png,1572800520000,,0.2811218414362584,22306
51,168156355,MON_20191104_160000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,57.04562358276644,58.479455782312925,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_351.png,1572883320000,,0.2482430466729932,22306
52,168156358,MON_20191104_160000.p4.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,41.58113378684807,43.01496598639456,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_354.png,1572883380000,,0.2485502725934544,22306
53,168156264,MON_20191104_090000.p3.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,15.55156462585034,16.985396825396826,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_260.png,1572858120000,,0.2488604249350434,22306
54,168156274,MON_20191104_090000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,16.12045351473923,17.554285714285715,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_270.png,1572858240000,,0.2499601243106965,22306
55,168156307,MON_20191104_130000.p1.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,45.47628117913832,46.910113378684805,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_303.png,1572872400000,,0.2504368835308652,22306
56,168156278,MON_20191104_110000.p1.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,5.7759637188208615,7.209795918367347,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_274.png,1572865200000,,0.2538862682114513,22306
57,168156362,MON_20191104_160000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,14.587936507936508,16.021768707482995,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_358.png,1572883440000,,0.2539950008599476,22306
58,168156277,MON_20191104_110000.p1.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,17.351111111111113,18.7849433106576,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_273.png,1572865200000,,0.2610506659704198,22306
59,168156271,MON_20191104_090000.p4.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,44.977052154195015,46.41088435374149,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_267.png,1572858180000,,0.2624941657558002,22306
60,168156261,MON_20191104_090000.p1.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,3.6629478458049887,5.0967800453514736,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_257.png,1572858000000,,0.2625050264772446,22306
61,168156280,MON_20191104_110000.p2.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,29.01333333333333,30.44716553287982,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_276.png,1572865260000,,0.2687248414385741,22306
62,168156273,MON_20191104_090000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,10.7740589569161,12.207891156462583,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_269.png,1572858240000,,0.2689091198113389,22306
63,168156270,MON_20191104_090000.p4.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,16.16108843537415,17.594920634920634,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_266.png,1572858180000,,0.27277845307172,22306
64,168156361,MON_20191104_160000.p5.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,26.58684807256236,28.020680272108844,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_357.png,1572883440000,,0.2797305836245456,22306
65,168156504,MON_20191105_080000.p1.flac,Angachilla,2019,11,Agelasticus thilius,Alternative Song,54.015419501133785,55.44925170068027,1205.859375,7235.15625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10440/6_500.png,1572940800000,,0.2403792454766055,22306
