id,recording,site,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
168360688,project_2770/site_22306/2019/10/MON_20191019_060000.p4.flac,Angachilla,30.522630385487528,31.811337868480727,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_21.png,1571464980000,,0.20048874413178566,22306
168360690,project_2770/site_22306/2019/10/MON_20191019_070000.p1.flac,Angachilla,40.08344671201814,41.37215419501134,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_23.png,1571468400000,,0.20170259197468368,22306
168360755,project_2770/site_22306/2019/10/MON_20191019_140000.p4.flac,Angachilla,21.112743764172336,22.401451247165532,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_88.png,1571493780000,,0.2027103102340173,22306
168360716,project_2770/site_22306/2019/10/MON_20191019_090000.p5.flac,Angachilla,58.63038548752834,59.91909297052154,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_49.png,1571475840000,,0.20317741770505884,22306
168360669,project_2770/site_22306/2019/10/MON_20191019_010000.p1.flac,Angachilla,58.24725623582766,59.53596371882086,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_2.png,1571446800000,,0.20332765958282153,22306
168360675,project_2770/site_22306/2019/10/MON_20191019_020000.p3.flac,Angachilla,10.04843537414966,11.337142857142856,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_8.png,1571450520000,,0.2037631518537509,22306
168360742,project_2770/site_22306/2019/10/MON_20191019_130000.p2.flac,Angachilla,14.071292517006803,15.36,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_75.png,1571490060000,,0.20392355985653204,22306
168360783,project_2770/site_22306/2019/10/MON_20191019_170000.p4.flac,Angachilla,27.428571428571427,28.717278911564627,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_116.png,1571504580000,,0.2049361336384647,22306
168360732,project_2770/site_22306/2019/10/MON_20191019_120000.p1.flac,Angachilla,50.27700680272109,51.565714285714286,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_65.png,1571486400000,,0.20498454257592155,22306
168360782,project_2770/site_22306/2019/10/MON_20191019_170000.p4.flac,Angachilla,20.259410430839,21.5481179138322,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_115.png,1571504580000,,0.2050914232786316,22306
