,id,recording,site,year,month,species,songtype,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
0,168360765,MON_20191019_150000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,41.999092970521545,43.28780045351474,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_98.png,1571497440000,,0.2968964947554326,22306
1,168360797,MON_20191019_180000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,38.185215419501134,39.47392290249433,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_130.png,1571508120000,,0.2973449816176863,22306
2,168360794,MON_20191019_180000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,50.36408163265306,51.65278911564626,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_127.png,1571508060000,,0.297809445232535,22306
3,168360744,MON_20191019_140000.p1.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,29.843446712018142,31.13215419501134,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_77.png,1571493600000,,0.2983318082751545,22306
4,168360760,MON_20191019_150000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,3.848707482993197,5.137414965986395,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_93.png,1571497260000,,0.3016511163944738,22306
5,168360670,MON_20191019_010000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,40.47238095238095,41.76108843537415,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_3.png,1571446920000,,0.3074170259414552,22306
6,168360796,MON_20191019_180000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,13.136689342403628,14.425396825396826,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_129.png,1571508120000,,0.3083531012408579,22306
7,168360793,MON_20191019_180000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,44.593922902494334,45.88263038548753,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_126.png,1571508060000,,0.3122781292408785,22306
8,168360792,MON_20191019_180000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,13.98421768707483,15.272925170068028,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_125.png,1571508060000,,0.3413573601208804,22306
9,168360795,MON_20191019_180000.p3.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,10.954013605442176,12.242721088435374,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_128.png,1571508120000,,0.3481949061844868,22306
10,168360699,MON_20191019_080000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,22.42467120181406,23.713378684807257,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_32.png,1571472060000,,0.3943919698333359,22306
11,168360847,MON_20191020_120000.p5.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,58.15437641723356,59.44308390022676,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_180.png,1571573040000,,0.2965424139203265,22306
12,168360931,MON_20191021_110000.p2.flac,Angachilla,2019,10,Agelasticus thilius,Common Song,40.83229024943311,42.120997732426304,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10556/0_264.png,1571655660000,,0.2966874633517884,22306
