id,recording,site,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
168412376,project_2770/site_22308/2019/11/MON_20191105_130000.p2.flac,Parque Urbano El Bosque,42.73052154195011,44.01922902494331,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_0.png,1572958860000,,0.34820140898758134,22308
168412377,project_2770/site_22308/2019/11/MON_20191105_130000.p5.flac,Parque Urbano El Bosque,28.090340136054422,29.37904761904762,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_1.png,1572959040000,,0.4242674748498259,22308
168412378,project_2770/site_22308/2019/11/MON_20191105_130000.p5.flac,Parque Urbano El Bosque,23.440544217687076,24.729251700680273,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_2.png,1572959040000,,0.34864141279078875,22308
168412379,project_2770/site_22308/2019/11/MON_20191105_130000.p5.flac,Parque Urbano El Bosque,26.534603174603173,27.823310657596373,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_3.png,1572959040000,,0.3468099020035709,22308
168412380,project_2770/site_22308/2019/11/MON_20191105_140000.p2.flac,Parque Urbano El Bosque,23.504399092970523,24.79310657596372,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_4.png,1572962460000,,0.4342650387088175,22308
168412381,project_2770/site_22308/2019/11/MON_20191105_140000.p2.flac,Parque Urbano El Bosque,12.004716553287983,13.293424036281179,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_5.png,1572962460000,,0.4332857026424135,22308
168412382,project_2770/site_22308/2019/11/MON_20191105_140000.p2.flac,Parque Urbano El Bosque,41.79011337868481,43.078820861678004,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_6.png,1572962460000,,0.4198244553854124,22308
168412383,project_2770/site_22308/2019/11/MON_20191105_140000.p4.flac,Parque Urbano El Bosque,15.046530612244897,16.335238095238097,1464.2578125,9991.40625,not present,https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_7.png,1572962580000,,0.3937015264744913,22308
168412384,project_2770/site_22308/2019/11/MON_20191105_140000.p4.flac,Parque Urbano El Bosque,8.17922902494331,9.467936507936509,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_8.png,1572962580000,,0.33607141494435233,22308
168412385,project_2770/site_22308/2019/11/MON_20191105_140000.p3.flac,Parque Urbano El Bosque,45.84199546485261,47.130702947845805,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_9.png,1572962520000,,0.3393713663077553,22308
168412386,project_2770/site_22308/2019/11/MON_20191105_150000.p1.flac,Parque Urbano El Bosque,11.975691609977325,13.264399092970521,1464.2578125,9991.40625,(not validated),https://s3.amazonaws.com/arbimon2/project_2770/detections/10579/7_10.png,1572966000000,,0.3121538032703964,22308
