,id,recording,site,x1,x2,y1,y2,validated,uri,datetime,meta,score,site_id
0,151850896,2020/01/01/165bhuozd5pj/cf962e62-30e6-46be-be03-f9ef5efac515.flac,Miraflores,23.55083900226757,24.40997732426304,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_6.png,1577836920000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_000000.wav""}",0.20709761844806646,21157
1,151850902,2020/01/01/165bhuozd5pj/3a0e0eed-4bdb-4e2a-a3fe-f4308a114afa.flac,Miraflores,19.06358276643991,19.92272108843537,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_12.png,1577844120000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_020000.wav""}",0.20544401594051387,21157
2,151850922,2020/01/02/165bhuozd5pj/ca478ecd-e2ab-4eb0-b3e8-05746cd7cf53.flac,Miraflores,47.54866213151927,48.40780045351474,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_32.png,1577937840000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_040000.wav""}",0.20097769625836026,21157
3,151850938,2020/01/02/165bhuozd5pj/3b15a4aa-5595-4af5-be57-4d4107ac2af1.flac,Miraflores,18.07092970521542,18.930068027210886,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_48.png,1577912400000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_210000.wav""}",0.20278343913936112,21157
4,151850959,2020/01/02/165bhuozd5pj/232fc11e-a979-4c56-b56b-98d0bd86b428.flac,Miraflores,33.17551020408163,34.034648526077106,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_69.png,1577923320000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_000000.wav""}",0.20691130016623646,21157
5,151850963,2020/01/02/165bhuozd5pj/902f030a-fb21-4ff3-958a-515f62ce7d11.flac,Miraflores,20.979229024943308,21.83836734693877,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_73.png,1577966460000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_120000.wav""}",0.2039323491690668,21157
6,151850964,2020/01/02/165bhuozd5pj/902f030a-fb21-4ff3-958a-515f62ce7d11.flac,Miraflores,30.081451247165532,30.940589569161002,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_74.png,1577966460000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_120000.wav""}",0.20317091169054502,21157
7,151850969,2020/01/02/165bhuozd5pj/088ea784-1bad-484c-b356-415d8ad078d9.flac,Miraflores,28.856598639455786,29.715736961451245,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_79.png,1577966580000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_120000.wav""}",0.20565690914125867,21157
8,151850970,2020/01/02/165bhuozd5pj/088ea784-1bad-484c-b356-415d8ad078d9.flac,Miraflores,53.59165532879818,54.45079365079365,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_80.png,1577966580000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_120000.wav""}",0.2038985867153948,21157
9,151850979,2020/01/02/165bhuozd5pj/6f7ff842-0a9f-4b1b-81ff-64c6d47ba629.flac,Miraflores,49.73714285714286,50.596281179138316,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_89.png,1577977320000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_150000.wav""}",0.206609796247099,21157
10,151850983,2020/01/01/165bhuozd5pj/d8c61ebc-ff22-4d16-95a7-d28dc58d352b.flac,Miraflores,44.28045351473923,45.1395918367347,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_93.png,1577883840000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_130000.wav""}",0.4235008683926858,21157
11,151850986,2020/01/01/165bhuozd5pj/5bd4f7c1-91f8-4672-80d7-8e35547fe89e.flac,Miraflores,6.6931519274376425,7.552290249433106,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_96.png,1577890980000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_150000.wav""}",0.20029934408250208,21157
12,151851004,2020/01/01/165bhuozd5pj/375e2a07-d746-4d65-bdbb-dbfb139537f3.flac,Miraflores,8.283718820861678,9.142857142857142,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_114.png,1577860500000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_060700.wav""}",0.20365181160494655,21157
13,151851008,2020/01/01/165bhuozd5pj/10836ab6-e4ce-48f4-9a19-750c91aa75f1.flac,Miraflores,6.722176870748299,7.581315192743764,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_118.png,1577860680000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_060700.wav""}",0.2042972307951601,21157
14,151851018,2020/01/01/165bhuozd5pj/30e3f337-d313-4da5-ab1a-d5655d796764.flac,Miraflores,49.12761904761905,49.98675736961452,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_128.png,1577861220000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_060700.wav""}",0.2034086560789376,21157
15,151851020,2020/01/01/165bhuozd5pj/759fdadb-d221-4218-b492-9156663b47c2.flac,Miraflores,28.456054421768712,29.31519274376417,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_130.png,1577861819000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200101_060700.wav""}",0.2059077939547798,21157
16,151851048,2020/01/02/165bhuozd5pj/85217749-b53a-480a-8569-54568a153d63.flac,Miraflores,47.75183673469388,48.61097505668935,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_158.png,1577970180000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_130000.wav""}",0.2033085825169081,21157
17,151851061,2020/01/02/165bhuozd5pj/4702fe79-9b1e-41a3-929e-75775dcd43ee.flac,Miraflores,18.535328798185944,19.394467120181407,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_171.png,1577980980000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_160000.wav""}",0.20501199345259802,21157
18,151851065,2020/01/02/165bhuozd5pj/539cc524-2723-4868-a5d2-ef78fdafbe08.flac,Miraflores,13.659138321995465,14.518276643990928,1205.859375,6804.4921875,not present,https://s3.amazonaws.com/arbimon2/project_2528/detections/9756/0_175.png,1577952000000,"{""encoder"":""Lavf58.24.101"",""filename"":""MON_20200102_080000.wav""}",0.2004302106861859,21157
